46631,"YedaAmYedaAm: Bamah le Folklor Yehudi / Journal of the Israel Folklore Society","Arts and Literature",Folklore,0.0,
46632,"Yejin Fenxi / Metallurgical Analysis",Engineering,Miscellaneous,0.0,
46633,"Yen Ko Hsueh Pao [Eye Science] Chung Kuo Kuang Chou",,,0.0,"Yen Ko Hsueh Pao"
46634,"Yeni Symposium",Medicine,Neurology,0.0,
46635,"Yeni Tip Tarihi Arastirmalari The New History Of Medicine Studies",,,0.0,
46636,"Yerbilimleri Earth Sciences",,,0.0,
46637,"Yerbilimleri Dergisi / Engineering Faculty's Earth Sciences Reviewd","Earth Sciences",Miscellaneous,0.0,
46638,"Yerushalaymer Almanakh: Annual for Yiddish Literature and Culture","Arts and Literature",Literature,0.0,
46639,"Yi Chuan Hereditas Zhongguo Yi Chuan Xue Hui Bian Ji",,,0.0,
46640,"Yi Chuan Xue Bao Acta Genetica Sinica",,,0.0,
46641,"Yi Qi Yi Biao Xue Bao Chinese Journal Of Scientific Instrument",,,0.0,
46642,Yiddish,"Arts and Literature",Literature,0.0,Yiddish
46643,"Ying Yong Li Xue Xue Bao Chinese Journal Of Applied Mechanics",,,0.0,
46644,"Yingyong Guangxue","Materials Science",Miscellaneous,0.0,
46645,"Yingyong Jichu yu Gongcheng Kexue Xuebao / Journal of Basic Science and Engineering",Engineering,Miscellaneous,0.0,
46646,"Yingyong Jiguang / Applied Laser","Electrical and Electronic Engineering","Lasers and Electro-optics",0.0,
46647,"Yingyong Jiguang Applied Laser Technology",,,0.0,
46648,"Yingyong Lixue Xuebao / Chinese Journal of Applied Mechanics",Chemistry,Miscellaneous,0.0,
46649,"Yinyue chuangzuo/Musical creation","Arts and Literature",Music,0.0,
46650,"Yivo Annual of Jewish Social Science","Social Sciences",Miscellaneous,0.0,"Yivo Annu Jew Soc Sc"
46651,Ymer,"Social Sciences",Anthropology,0.0,
46652,"Yogyo Kyokai Shi Journal Of The Ceramic Society Of Japan",,,0.0,
46653,Yojana,,,0.0,
46654,"Yokohama Medical Journal",,,0.0,
46655,"Yokufuen Chosa Kenkyu Kiyo / Acta Gerontologica Japonica","Social Sciences",Gerontology,0.0,
46656,"Yonago Acta Medica",,,0.0,"Yonago Acta Med"
46657,"Yonsei Medical Journal",Medicine,Miscellaneous,0.0,"Yonsei Med J"
46658,"Yorkshire Bulletin of Economic and Social Research","Business Administration",Miscellaneous,0.0,
46659,"Yosetsu Gakkai Ronbunshu / Quarterly Journal of the Japan Welding Society",Engineering,Welding,0.0,
46660,"Yosetsu Gakkai Shi/Journal of the Japan Welding Society",Engineering,Welding,0.0,
46661,"You Qi Chuyun",,,0.0,
46662,Young,Humanities,"Regional and Cultural Studies",0.0,
46663,"Young Adult Library Services",Humanities,Miscellaneous,0.0,
46664,"Young Children",Education,Miscellaneous,0.0,"Young Children"
46665,"Your Church",Humanities,Church,0.0,
46666,"Your Company","Business Administration",Miscellaneous,0.0,
46667,"Your Horse","Biological Sciences","Veterinary Science",0.0,
46668,"Your Oklahoma Dental Association Journal",,,0.0,
46669,"Youth and Policy","Social Sciences","Social Work",0.0,
46670,"Youth & Society",Humanities,Religion,0.0,"Youth Soc"
46671,"Youth Justice","Social Sciences","Social Work",0.0,
46672,"Youth Monthly",Education,Miscellaneous,0.0,
46673,"Youth Studies","Social Sciences",Miscellaneous,0.0,
46674,"Youth Studies Australia",Education,Miscellaneous,0.0,
46675,"Youth Theatre Journal","Arts and Literature","Visual and Performing Arts",0.0,
46676,"Youth Violence and Juvenile Justice",Law,"Health Law",0.0,
46677,"Yuanzineng Kexue Jishu Atomic Energy Science And Technology",,,0.0,
46678,"Yugntruf: A Yiddish Student Publication/Alveltlekher Yidisher Yugnt-Zhurnal","Arts and Literature",Literature,0.0,
46679,"Yugoslav Journal Of Operations Research",,,0.0,
46680,"Yuhang Xuebao Journal Of Astronautics",,,0.0,
46681,"Yuin / Hokkaido University Library Bulletin",Humanities,"Library Science",0.0,
46682,"Yuki Gosei Kagaku Kyokaishi / Journal of Synthetic Organic Chemistry (Japan)",Chemistry,Miscellaneous,0.0,
46683,"Yukon Geology and Exploration","Earth Sciences",Geology,0.0,
46684,"Yunnan Building Materials","Materials Science",Miscellaneous,0.0,
46685,"Yunnan Dizhi / Yunnan Geology","Earth Sciences",Geology,0.0,
46686,"Z Badan Zloz Surowcow Mineralnych w Polsce / Research on Mineral Raw Materials Deposits in Poland","Materials Science",Miscellaneous,0.0,
46687,"Zac Zeitschrift Für Antimikrobielle Antineoplastische Chemotherapie",,,0.0,
46688,Zacchia,,,0.0,
46689,"Zagreb International Review of Economics and Business",Economics,Miscellaneous,0.0,
46690,"Zahn Mund Und Kieferheilkunde Mit Zentralblatt",,,0.0,
46691,"Zahnärztliche Praxis",,,0.0,
46692,"Zairyo Journal Of The Society Of Materials Science Japan",,,0.0,
46693,"Zairyo To Kankyo Corrosion Engineering",,,0.0,
46694,"Zairyo to Kankyo / Corrosion Engineering",Engineering,Miscellaneous,0.0,
46695,"Zambezia: The Journal of Humanities of the University of Zimbabwe","Social Sciences",Africa,0.0,
46696,"Zambia Journal of Applied Earth Sciences","Earth Sciences",Miscellaneous,0.0,
46697,"Zamm Zeitschrift Für Angewandte Mathematik Und Mechanik",,,0.0,"Zamm-Z Angew Math Me"
46698,"Zapadne Karpaty, Mineralogia Petrografia, Geochemia, Metalogeneza","Earth Sciences",Geochemistry,0.0,
46699,"Zapadne Karpaty, Seria Mineralogia Petrografia, Geochemia, Loziska (former title)","Earth Sciences",Geochemistry,0.0,
46700,"Zapadne Karpaty, Seria Paleontologia","Earth Sciences",Paleontology,0.0,
46701,"Zasshi Journal Nihon Kyobu Geka Gakkai",,,0.0,
46702,"Zasshi Journal Nihon Naika Gakkai",,,0.0,
46703,"Zavodskaya Laboratoria",Chemistry,Miscellaneous,0.0,"Ind Lab-Ussr"
46704,"Zavodskaya Laboratoriya",,,0.0,
46705,"Zavodskaya Laboratroiya Diagnostika Materialov",,,0.0,
46706,"Zborknik Radova Pomorskog Fakulteta",,,0.0,
46707,"Zbornik Radova Ekonomskog Fakulteta u Rijeci / Proceedings of Rijeka School of Economics",Economics,Miscellaneous,0.0,
46708,"Zbornik Radova Ekonomskog Fakulteta U. Rijeci/Proceedings of Rijeka School of Economics: Journal of Economics and Business",Economics,Miscellaneous,0.0,
46709,"Zbornik Vojnomedicinska Akademija Yugoslavia",,,0.0,
46710,"Zdravookhranenie Kirgizii",,,0.0,
46711,"Zdravstveni Vestnik",Medicine,Miscellaneous,0.0,"Zdrav Vestn"
46712,Zebrafish,Medicine,Toxicology,0.0,
46713,Zeitgeschichte,,,0.0,Zeitgeschichte
46714,"Zeitschfrift Für Geomorphologie Supplementband",,,0.0,
46715,"Zeitschfrift Für Kristallographie",,,0.0,
46716,"Zeitschrift der Arbeitsgemeinschaft Oesterreichischer Entomologen","Biological Sciences",Entomology,0.0,
46717,"Zeitschrift der Deutschen Geologischen Gesellschaft / Journal of the German Geological Society","Earth Sciences",Geology,0.0,
46718,"Zeitschrift Der Deutschen Morgenlandischen Gesellschaft",,,0.0,"Z Deut Morgenland G"
46719,"Zeitschrift der Deutschen Morgenländischen Gesellschaft",Linguistics,Philology,0.0,
46720,"Zeitschrift Des Deutschen Palastina Vereins",,,0.0,"Z Deut Palastina-Ver"
46721,"Zeitschrift des Deutschen Vereins für Kunstwissenschaft","Arts and Literature",Miscellaneous,0.0,"Z Deut Ver Kunstwiss"
46722,"Zeitschrift Fuehrung + Organisation: ZFO",Economics,"Industrial Management",0.0,
46723,"Zeitschrift fuer Kulturtechnik und Landentwicklung / Journal of Rural Engineering and Development",Engineering,Miscellaneous,0.0,
46724,"Zeitschrift fuer Medizinische Psychologie",Psychology,Rehabilitation,0.0,
46725,"Zeitschrift Für Acker Und Pflanzenbau Journal Of Agronomy And Crop Science",,,0.0,"Z Acker Pflanzenbau"
46726,"Zeitschrift für Agrargeschichte und Agrarsoziologie",Economics,"Agricultural Economics",0.0,
46727,"Zeitschrift Für Agyptische Sprache Und Altertumskunde",,,0.0,"Z Agypt Sprache Alt"
46728,"Zeitschrift für Ägyptische Sprache und Altertumskunde","Arts and Literature","Art History",0.0,
46729,"Zeitschrift für Allgemeine Mikrobiologie","Biological Sciences",Microbiology,0.0,"Z Allg Mikrobiol"
46730,"Zeitschrift für Allgemeine Wissenschaftstheorie / Journal for General Philosophy of Science",Philosophy,"Philosophy of Science",0.0,
46731,"Zeitschrift Für Allgemeinmedizin",,,0.0,
46732,"Zeitschrift Für Analysis Und Ihre Anwendung",,,0.0,
46733,"Zeitschrift Für Analysis Und Ihre Anwendungen",,,0.0,"Z Anal Anwend"
46734,"Zeitschrift für Analysis und ihre Anwendungen / Journal of Analysis and its Applications",Mathematics,Analysis,0.0,
46735,"Zeitschrift Für Analytische Chemie Fresenius",,,0.0,"Z Anal Chem Freseniu"
46736,"Zeitschrift Für Anatomie Und Entwicklungsgeschichte",,,0.0,"Z Anat Entwicklungs"
46737,"Zeitschrift für Angewandte Entomologie","Biological Sciences",Entomology,0.0,
46738,"Zeitschrift Für Angewandte Entomologie Journal Of Applied Entomology",,,0.0,"Z Angew Entomol"
46739,"Zeitschrift für Angewandte Geologie","Earth Sciences",Geochemistry,0.0,"Z Angew Geol"
46740,"Zeitschrift Für Angewandte Mathematik Und Mechanik",,,0.0,"Z Angew Math Mech"
46741,"Zeitschrift für Angewandte Mathematik und Physik",Physics,"Fluid Mechanics/Dynamics",0.0,"Z Angew Math Phys"
46742,"Zeitschrift Für Angewandte Physik",,,0.0,"Z Angew Physik"
46743,"Zeitschrift für Angewandte Zoologie","Biological Sciences","Zoology and Animal Science",0.0,
46744,"Zeitschrift für Anglistik und Amerikanistik","Arts and Literature",Literature,0.0,"Z Anglist Am"
46745,"Zeitschrift für Anorganische und Allgemeine Chemie",Chemistry,"Applied Chemistry",0.0,"Z Anorg Allg Chem"
46746,"Zeitschrift für Antikes Christentum / Journal of Ancient Christianity",Humanities,Archaeology,0.0,"Z Antikes Christ-J A"
46747,"Zeitschrift Für Arbeits Und Organisationspsychologie",,,0.0,"Z Arb Organ"
46748,"Zeitschrift Für Archaologie",,,0.0,"Z Archaol"
46749,"Zeitschrift Für Ärztliche Fortbildung",,,0.0,
46750,"Zeitschrift Für Ärztliche Fortbildung Und Qualitatssicherung",,,0.0,"Z Ärztl Fortbild Qualitatssich"
46751,"Zeitschrift für Assyriologie und Vorderasiatische Archäologie",Linguistics,Philology,0.0,
46752,"Zeitschrift Für Asthetik Und Allgemeine Kunstwissenschaft",,,0.0,"Z Asthet Allg Kunstw"
46753,"Zeitschrift für Astrophysik","Astronomy/Astrophysics/Space Science",Miscellaneous,0.0,"Z Astrophys"
46754,"Zeitschrift Für Auslandische Landwirtschaft",,,0.0,
46755,"Zeitschrift für Ausländisches Öffentliches Recht und Völkerrecht",Economics,"International Economics",0.0,
46756,"Zeitschrift fur Bankrecht und Bankwirtschaft - ZBB","Business Administration","Banks and Banking",0.0,
46757,"Zeitschrift für Berufs- und Wirtschaftspädagogik",Education,"Language Education",0.0,
46758,"Zeitschrift Für Betriebswirtschaft",,,0.0,"Z Betriebswirt"
46759,"Zeitschrift Für Bibliothekswesen Und Bibliographie",,,0.0,"Z Bibl Bibl"
46760,"Zeitschrift Für Biologie",,,0.0,"Z Biol-Munich"
46761,"Zeitschrift für Celtische Philologie",Linguistics,Philology,0.0,"Z Celt Philol"
46762,"Zeitschrift Für Chemie",,,0.0,"Z Chem"
46763,"Zeitschrift für das Bibliothekswesen",Humanities,"Library Science",0.0,
46764,"Zeitschrift Für Dermatologie",,,0.0,
46765,"Zeitschrift Für Dermatologie Und Deren Grenzgebiete",,,0.0,
46766,"Zeitschrift für Deutsche Philologie",Linguistics,Philology,0.0,"Z Deut Philol"
46767,"Zeitschrift für Deutsche Philologie - Beihefte",Linguistics,Philology,0.0,
46768,"Zeitschrift Für Deutsches Altertum Und Deutsche Literatur",,,0.0,"Z Deut Altertum Deut"
46769,"Zeitschrift für Dialektologie und Linguistik",Linguistics,"German Language",0.0,"Z Dialektol Linguist"
46770,"Zeitschrift für die Alttestamentliche Wissenschaft",Humanities,Bible,0.0,"Z Alttestament Wiss"
46771,"Zeitschrift Für Die Gesamte Experimentelle Medizin",,,0.0,"Z Gesamte Exp Med"
46772,"Zeitschrift Für Die Gesamte Experimentelle Medizin Einschliesslich Experimentelle Chirurgie",,,0.0,
46773,"Zeitschrift Für Die Gesamte Experimentelle Medizin Einschliesslich Experimenteller Chirurgie",,,0.0,"Z Ges Exp Med"
46774,"Zeitschrift für die Gesamte Hygiene und Ihre Grenzgebiete",Medicine,"Public Health and Community Medicine",0.0,
46775,"Zeitschrift für die Gesamte Staatswissenschaft","Social Sciences","Political Science",0.0,
46776,"Zeitschrift Für Die Neutestamentliche Wissenschaft Und Die Kunde Der Alteren Kirche",,,0.0,"Z Neutestament Wiss"
46777,"Zeitschrift für die Neutestamentliche Wissenschaft und die Kunde der Älteren Kirche",Humanities,Bible,0.0,
46778,"Zeitschrift Für Die Zuckerindustrie",,,0.0,"Z Zuckerind"
46779,"Zeitschrift Für Eisenbahnwesen Und Verkehrstechnik Glasers Annalen",,,0.0,
46780,"Zeitschrift Für Elektrochemie",,,0.0,"Z Elektrochem"
46781,"Zeitschrift Für Entwicklungspsychologie Und Padagogische Psychologie",,,0.0,"Z Entwickl Padagogis"
46782,"Zeitschrift für Entwicklungspsychologie und Pädagogische Psychologie",Psychology,"Developmental Psychology",0.0,
46783,"Zeitschrift Für Epileptologie",,,0.0,
46784,"Zeitschrift Für Erkrankungen Der Atmungsorgane",,,0.0,
46785,"Zeitschrift Für Erkrankungen Der Atmungsorgane Mit Folia Bronchologica",,,0.0,
46786,"Zeitschrift Für Ernahrungswissenschaft",,,0.0,"Z Ernahrungswiss"
46787,"Zeitschrift für Ernährungswissenschaft",Medicine,"Nutrition and Metabolism",0.0,
46788,"Zeitschrift für Ethnologie","Social Sciences",Ethnology,0.0,"Z Ethnol"
46789,"Zeitschrift Für Evaluation",,,0.0,"Z Eval"
46790,"Zeitschrift Für Evangelische Ethik",,,0.0,"Z Evangel Ethik"
46791,"Zeitschrift für Evangelisches Kirchenrecht",Humanities,Church,0.0,
46792,"Zeitschrift Für Experimentelle Chirurgie",,,0.0,
46793,"Zeitschrift Für Experimentelle Chirurgie Transplantation Und Kunstliche Organe",,,0.0,
46794,"Zeitschrift für Experimentelle Psychologie",Psychology,"Experimental Psychology",0.0,"Z Exp Psychol"
46795,"Zeitschrift Für Experimentelle Psychologie Organ Der Deutschen Gesellschaft Für Psychologie",,,0.0,
46796,"Zeitschrift Für Experimentelle Und Angewandte Psychologie",,,0.0,"Z Exp Angew Psychol"
46797,"Zeitschrift Für Flugwissenschaften",,,0.0,"Z Flugwissensch"
46798,"Zeitschrift Für Flugwissenschaften Und Weltraumforschung",,,0.0,"Z Flugwiss Weltraum"
46799,"Zeitschrift für Flugwissenschaften und Weltraumforschung / Journal of Flight Sciences and Space Research",Engineering,Aeronautics,0.0,
46800,"Zeitschrift Für Franzosische Sprache Und Literatur",,,0.0,"Z Fr Sprache Lit"
46801,"Zeitschrift für Französische Sprache und Literatur",Linguistics,"French Language",0.0,
46802,"Zeitschrift für Gastroenterologie",Medicine,"Gastroenterology and Hepatology",0.0,"Z Gastroenterol"
46803,"Zeitschrift für Gastroenterologie. Verhandlungsband",Medicine,"Gastroenterology and Hepatology",0.0,
46804,"Zeitschrift Für Geburtshilfe Und Neonatologie",,,0.0,"Z Geburtsh Neonatol"
46805,"Zeitschrift Für Geburtshilfe Und Perinatologie",,,0.0,"Z Geburtsh Perinatol"
46806,"Zeitschrift Für Gefassmedizin",,,0.0,
46807,"Zeitschrift für Geologische Wissenschaften","Earth Sciences",Geology,0.0,"Z Geol Wissenschaft"
46808,"Zeitschrift Für Geomorphologie",,,0.0,"Z Geomorphol"
46809,"Zeitschrift für Geophysik","Earth Sciences",Geophysics,0.0,
46810,"Zeitschrift für Germanistik","Arts and Literature",Literature,0.0,"Z Germanistik"
46811,"Zeitschrift Für Germanistische Linguistik",,,0.0,"Z Ger Linguistik"
46812,"Zeitschrift für Gerontologie",Medicine,"Geriatrics and Aging",0.0,"Z Gerontol"
46813,"Zeitschrift für Gerontologie und Geriatrie",Medicine,"Geriatrics and Aging",0.0,"Z Gerontol Geriatr"
46814,"Zeitschrift Für Gerontologie Und Geriatrie Organ Der Deutschen Gesellschaft Für Gerontologie Und Geriatrie",,,0.0,
46815,"Zeitschrift Für Gerontopsychologie Und Psychiatrie",,,0.0,
46816,"Zeitschrift für Geschichte der Arabisch-Islamischen Wissenschaften",Humanities,Islam,0.0,
46817,"Zeitschrift Für Geschichtswissenschaft",,,0.0,"Z Geschichtswiss"
46818,"Zeitschrift Für Gesundheitswissenschaften",,,0.0,
46819,"Zeitschrift Für Haut Und Geschlechtskrankheiten",,,0.0,
46820,"Zeitschrift Für Hautkrankheiten H",,,0.0,"Z Hautkrankheiten"
46821,"Zeitschrift Für Herz Thorax Und Gefasschirurgie",,,0.0,
46822,"Zeitschrift für Herz-, Thorax- und Gefäßchirurgie",Medicine,Miscellaneous,0.0,
46823,"Zeitschrift Für Historische Forschung",,,0.0,"Z Hist Forsch"
46824,"Zeitschrift für Hydrologie (former title)","Earth Sciences",Hydrology,0.0,
46825,"Zeitschrift Für Hygiene Und Infektionskrankheiten",,,0.0,"Z Hyg Infektionskr"
46826,"Zeitschrift für Hygiene und Infektionskrankheiten; Medizinische Mikrobiologie, Immunologie und Virologie","Biological Sciences",Immunology,0.0,
46827,"Zeitschrift für Immunitaetsforschung","Biological Sciences",Immunology,0.0,
46828,"Zeitschrift Für Immunitats Forschung Allergie Und Klinische Immunologie",,,0.0,"Z Immunitatsforsch"
46829,"Zeitschrift Für Immunitats Und Allergieforschung",,,0.0,"Z Immun-Und Allerg"
46830,"Zeitschrift Für Immunitatsforschung",,,0.0,
46831,"Zeitschrift für Immunitatsforschung, Allergie und Klinische Immunologie","Biological Sciences",Immunology,0.0,
46832,"Zeitschrift für Immunitatsforschung, Experimentelle und Klinische Immunologie","Biological Sciences",Immunology,0.0,
46833,"Zeitschrift für Individualpsychologie",Psychology,Psychoanalysis,0.0,
46834,"Zeitschrift Für Induktive Abstammungs Und Vererbungslehre",,,0.0,"Z Indukt Abstamm Ver"
46835,"Zeitschrift Für Instrumentenkunde",,,0.0,"Z Instrumentenkd"
46836,"Zeitschrift für IT in der Verwaltung","Social Sciences",Miscellaneous,0.0,
46837,"Zeitschrift für Jagdwissenschaft","Biological Sciences","Agricultural Science",0.0,"Z Jagdwiss"
46838,"Zeitschrift für Kardiologie",Medicine,Cardiology,0.0,"Z Kardiol"
46839,"Zeitschrift Für Kardiovaskulare Medizin",,,0.0,
46840,"Zeitschrift Für Kinder Und Jugendpsychiatrie",,,0.0,"Z Kinder Jug-Psych"
46840,"Zeitschrift Für Kinder Und Jugendpsychiatrie",,,0.0,"Z Kinder Jugenpsychiatr"
46841,"Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie",Psychology,Psychotherapy,0.0,
46842,"Zeitschrift Für Kinderchirurgie Organ Der Deutschen Der Schweizerischen Und Der Österreichischen Gesellschaft Für Kinderchirurgie Surgery In Infancy And Childhood",,,0.0,
46843,"Zeitschrift Für Kinderchirurgie Und Grenzgebiete",,,0.0,"Z Kinderchir"
46844,"Zeitschrift Für Kinderheilkunde",,,0.0,"Z Kinderheilkd"
46845,"Zeitschrift für Kirchengeschichte",Humanities,Church,0.0,"Z Kirchengesch"
46846,"Zeitschrift für Klinische Chemie und Klinische Biochemie","Biological Sciences",Biochemistry,0.0,"Z Klin Chem Klin Bio"
46847,"Zeitschrift Für Klinische Medizin",,,0.0,"Z Klin Med"
46848,"Zeitschrift für Klinische Psychologie",Psychology,Psychotherapy,0.0,
46849,"Zeitschrift Für Klinische Psychologie Forschung Und Praxis",,,0.0,"Z Klin Psychol-Forsc"
46850,"Zeitschrift für Klinische Psychologie Psychiatrie und Psychotherapie",Psychology,Psychotherapy,0.0,"Z Klin Psych Psychia"
46851,"Zeitschrift für Klinische Psychologie Psychopathologie und Psychotherapie",Psychology,Psychiatry,0.0,
46852,"Zeitschrift für Klinische Psychologie und Psychotherapie",Psychology,Psychotherapy,0.0,"Z Kl Psych Psychoth"
46853,"Zeitschrift Für Krankenpflege Revue Suisse Des Infirmieres",,,0.0,
46854,"Zeitschrift Für Krebsforschung",,,0.0,"Z Krebsforsch Klin O"
46855,"Zeitschrift Für Krebsforschung Und Klinische Onkologie",,,0.0,
46856,"Zeitschrift Für Kreislaufforschung",,,0.0,"Z Kreislaufforsch"
46857,"Zeitschrift für Kristallographie",Chemistry,Crystallography,0.0,"Z Kristallogr"
46858,"Zeitschrift Für Kristallographie Kristallgeometrie Kristallphysik Kristallchemie",,,0.0,"Z Kristallogr Krist"
46859,"Zeitschrift für Kristallographie - New Crystal Structures","Materials Science",Miscellaneous,0.0,"Z Krist-New Cryst St"
46860,"Zeitschrift Für Kristallographie Supplement",,,0.0,
46861,"Zeitschrift Für Kulturtechnik Und Flurbereinigung",,,0.0,"Z Kulturtech Flurber"
46862,"Zeitschrift Für Kulturtechnik Und Landentwicklung",,,0.0,
46863,"Zeitschrift für Kunstgeschichte","Arts and Literature",Miscellaneous,0.0,"Z Kunstgeschichte"
46864,"Zeitschrift Für Larmbekampfung",,,0.0,
46865,"Zeitschrift Für Laryngologie Rhinologie Otologie Und Ihre Grenzgebiete",,,0.0,"Z Laryngol Rhino"
46866,"Zeitschrift für Lebensmittel- Untersuchung und -Forschung B / Food Research and Technology",Engineering,Miscellaneous,0.0,
46867,"Zeitschrift für Lebensmittel-Untersuchung und -Forschung",Medicine,"Nutrition and Metabolism",0.0,"Z Lebensm Unters For"
46868,"Zeitschrift Für Lebensmittel Untersuchung Und Forschung A Food Research And Technology",,,0.0,"Z Lebensm Unters F A"
46869,"Zeitschrift Für Lymphologie Journal Of Lymphology",,,0.0,"Z Lymphol-J Lymphol"
46870,"Zeitschrift Für Mathematische Logik Und Grundlagen Der Mathematik",,,0.0,"Z Math Logik"
46871,"Zeitschrift für Medizinische Mikrobiologie und Immunologie","Biological Sciences",Immunology,0.0,
46872,"Zeitschrift für Medizinische Physik","Biological Sciences",Biophysics,0.0,
46873,"Zeitschrift Für Menschliche Vererbungs Und Konstitutionslehre",,,0.0,"Z Mensch Vererb Kons"
46874,"Zeitschrift für Metallkunde","Materials Science","Materials Science",0.0,"Z Metallkd"
46875,"Zeitschrift Für Metallkunde Materials Research And Advanced Techniques",,,0.0,
46876,"Zeitschrift für Meteorologie","Earth Sciences",Meteorology,0.0,"Z Meteorol"
46877,"Zeitschrift für Mikroskopisch-Anatomische Forschung (Leipzig)","Biological Sciences",Microscopy,0.0,"Z Mikrosk Anat Forsc"
46878,"Zeitschrift für Missionswissenschaft und Religionswissenschaft",Humanities,Catholicism,0.0,
46879,"Zeitschrift Für Morphologie Der Tiere",,,0.0,"Z Morphol Tiere"
46880,"Zeitschrift Für Morphologie Und Anthropologie",,,0.0,"Z Morphol Anthropol"
46881,"Zeitschrift für Nationalokonomie",Economics,Miscellaneous,0.0,"Z Nationalokon"
46882,"Zeitschrift Für Nationalokonomie Journal Of Economics",,,0.0,"Z Nationalokonomie"
46883,"Zeitschrift für Naturforschung - A",Chemistry,"Physical Chemistry",0.0,
46884,"Zeitschrift für Naturforschung - B",Chemistry,Miscellaneous,0.0,
46885,"Zeitschrift für Naturforschung - C","Biological Sciences",Biochemistry,0.0,
46886,"Zeitschrift Für Naturforschung C A Journal Of Biosciences",,,0.0,"Z Naturforsch C"
46887,"Zeitschrift Für Naturforschung C Journal Of Biosciences",,,0.0,
46888,"Zeitschrift Für Naturforschung Part A Astrophysik Physik Und Physikalische Chemie",,,0.0,"Z Naturforsch Pt A"
46889,"Zeitschrift Für Naturforschung Part B Chemie Biochemie Biophysik Biologie Und Verwandten Gebiete",,,0.0,"Z Naturforsch Pt B"
46890,"Zeitschrift Für Naturforschung Section A A Journal Of Physical Sciences",,,0.0,"Z Naturforsch A"
46891,"Zeitschrift Für Naturforschung Section A Journal Of Physical Sciences",,,0.0,
46892,"Zeitschrift Für Naturforschung Section B A Journal Of Chemical Sciences",,,0.0,"Z Naturforsch B"
46893,"Zeitschrift Für Naturforschung Section B Journal Of Chemical Sciences",,,0.0,
46894,"Zeitschrift für Naturforschung - Section C: Biosciences","Biological Sciences",Biochemistry,0.0,
46895,"Zeitschrift Für Naturforschung Section C Journal Of Biosciences",,,0.0,
46896,"Zeitschrift für Naturforschung - Teil A: Physik, Physikalische Chemie, Kosmophysik","Astronomy/Astrophysics/Space Science","Theoretical Astrophysics",0.0,
46897,"Zeitschrift Für Naturforschung Teil B Chemie Biochemie Biophysik Biologie",,,0.0,
46898,"Zeitschrift Für Naturforschung Teil C Biochemie Biophysik Biologie Virologie",,,0.0,
46899,"Zeitschrift Für Naturforschung. C. Journal Of Biosciences",,,0.0,"Z Naturforsch [C]"
46900,"Zeitschrift für Naturforschung. Teil B. Anorganische Chemie, Organische Chemie, Biochemie, Biophysik, Biologie","Biological Sciences",Biochemistry,0.0,
46901,"Zeitschrift für Naturforschung. Teil C: Biochemie, Biophysik, Biologie, Virologie","Biological Sciences",Biochemistry,0.0,
46902,"Zeitschrift Für Naturwissenschaftlich Medizinische Grundlagenforschung",,,0.0,"Z Nat Wiss-Med Grund"
46903,"Zeitschrift für Neuere Theologiegeschichte / Journal for the History of Modern Theology",Humanities,Catholicism,0.0,
46904,"Zeitschrift für Neurologie",Medicine,Neuroscience,0.0,"Z Neurol"
46905,"Zeitschrift für Neuropsychologie",Psychology,Neuropsychology,0.0,
46906,"Zeitschrift Für Okologie Und Naturschutz",,,0.0,
46907,"Zeitschrift Für Onkologie",,,0.0,
46908,"Zeitschrift für Operations Research (ZOR) / Methods of Models of Operations Research (Heidelberg)","Management Science/Operations Research",Miscellaneous,0.0,
46909,"Zeitschrift Für Operations Research Serie B Praxis",,,0.0,
46910,"Zeitschrift Für Orthopadie Und Ihre Grenzgebiete",,,0.0,"Z Orthop Grenzgeb"
46911,"Zeitschrift für Orthopädie und ihre Grenzgebiete",Medicine,Orthopedics,0.0,
46912,"Zeitschrift für Padagogik",Education,Miscellaneous,0.0,"Z Padagogik"
46913,"Zeitschrift Für Padagogik Beiheft",,,0.0,
46914,"Zeitschrift für Padagogische Psychologie",Psychology,"Educational Psychology",0.0,"Z Padagog Psychol"
46915,"Zeitschrift für Parapsychologie und Grenzgebiete der Psychologie",Psychology,Parapsychology,0.0,"Z Parapsychol Gr Psy"
46916,"Zeitschrift für Parasitenkunde","Biological Sciences",Parasitology,0.0,"Z Parasitenk"
46917,"Zeitschrift Für Parasitenkunde Parasitology Research",,,0.0,"Z Parasitenkd"
46918,"Zeitschrift für Personalforschung","Social Sciences",Miscellaneous,0.0,"Z Personalforsch"
46919,"Zeitschrift für Personalpsychologie","Business Administration","Human Resource Management",0.0,"Z Personalpsychol"
46920,"Zeitschrift Für Pflanzenernahrung Und Bodenkunde",,,0.0,"Z Pflanz Bodenkunde"
46921,"Zeitschrift Für Pflanzenkrankheiten Und Pflanzenschutz",,,0.0,
46922,"Zeitschrift Für Pflanzenkrankheiten Und Pflanzenschutz Journal Of Plant Diseases And Protection",,,0.0,"Z Pflanzenk Pflanzen"
46923,"Zeitschrift Für Pflanzenphysiologie",,,0.0,"Z Pflanzenphysiol"
46924,"Zeitschrift Für Pflanzenzuchtung",,,0.0,"Z Pflanzenzuchtung"
46925,"Zeitschrift Für Pflanzenzuchtung Journal Of Plant Breeding",,,0.0,"Z Pflanzenzucht"
46926,"Zeitschrift für Philosophische Forschung",Philosophy,Miscellaneous,0.0,"Z Philos Forsch"
